name,country,code
Quaqtaq Airport,CA,YQC
Hudson Bay Airport,CA,YHB
Vancouver Harbour Water Aerodrome,CA,CXH
Dryden Regional Airport,CA,YHD
Hope Airport,CA,YHE
Hearst RenÃ© Fontaine Municipal Airport,CA,YHF
Nemiscau Airport,CA,YNS
Ulukhaktok Holman Airport,CA,YHI
Gjoa Haven Airport,CA,YHK
John C. Munro Hamilton International Airport,CA,YHM
Hornepayne Municipal Airport,CA,YHN
Hopedale Airport,CA,YHO
Chevery Airport,CA,YHR
Haines Junction Airport,CA,YHT
MontrÃ©al / Saint-Hubert Airport,CA,YHU
Hay River / Merlyn Carter Airport,CA,YHY
Halifax / Stanfield International Airport,CA,YHZ
Atikokan Municipal Airport,CA,YIB
Digby / Annapolis Regional Airport,CA,YDG
St Augustin Airport,CA,YIF
Ivujivik Airport,CA,YIK
Pond Inlet Airport,CA,YIO
Island Lake Airport,CA,YIV
Jasper Airport,CA,YJA
Fort Liard Airport,CA,YJF
St Jean Airport,CA,YJN
Stephenville Airport,CA,YJT
Kamloops Airport,CA,YKA
Collins Bay Airport,CA,YKC
Aklavik/Freddie Carmichael Airport,CA,LAK
Waterloo Airport,CA,YKF
Kangiqsujuaq (Wakeham Bay) Airport,CA,YWB
Key Lake Airport,CA,YKJ
Schefferville Airport,CA,YKL
Kincardine Municipal Airport,CA,YKD
Akulivik Airport,CA,AKV
Waskaganish Airport,CA,YKQ
Kirkland Lake Airport,CA,YKX
Kindersley Airport,CA,YKY
Buttonville Municipal Airport,CA,YKZ
Aupaluk Airport,CA,YPJ
Lac La Biche Airport,CA,YLB
Kimmirut Airport,CA,YLC
Chapleau Airport,CA,YLD
Lansdowne House Airport,CA,YLH
Meadow Lake Airport,CA,YLJ
Lutselk'e Airport,CA,YSG
Lloydminster Airport,CA,YLL
La Tuque Airport,CA,YLQ
Leaf Rapids Airport,CA,YLR
Barrie-Orillia (Lake Simcoe Regional Airport),CA,YLK
Alert Airport,CA,YLT
Kangiqsualujjuaq (Georges River) Airport,CA,XGR
Kelowna International Airport,CA,YLW
Chatham Seaplane Base,US,CYM
Mayo Airport,CA,YMA
Matane Airport,CA,YME
Manitouwadge Airport,CA,YMG
Mary's Harbour Airport,CA,YMH
Moose Jaw Air Vice Marshal C. M. McEwen Airport,CA,YMJ
Charlevoix Airport,CA,YML
Fort McMurray Airport,CA,YMM
Moosonee Airport,CA,YMO
Chapais Airport,CA,YMT
Umiujaq Airport,CA,YUD
Maniwaki Airport,CA,YMW
Montreal International (Mirabel) Airport,CA,YMX
Natashquan Airport,CA,YNA
Wemindji Airport,CA,YNC
Ottawa / Gatineau Airport,CA,YND
Norway House Airport,CA,YNE
Hudsons Hope Airport,CA,YNH
Langley Airport,CA,YLY
Points North Landing Airport,CA,YNL
Matagami Airport,CA,YNM
Fort Mackay / Horizon Airport,CA,HZP
Ekati Airport,CA,YOA
Old Crow Airport,CA,YOC
CFB Cold Lake,CA,YOD
Oxford House Airport,CA,YOH
High Level Airport,CA,YOJ
Toronto/Oshawa Executive Airport,CA,YOO
Rainbow Lake Airport,CA,YOP
Owen Sound / Billy Bishop Regional Airport,CA,YOS
Ottawa Macdonald-Cartier International Airport,CA,YOW
C J.H.L.(Joe) Lecomte) Heliport,CA,YOY
Prince Albert Glass Field,CA,YPA
Paulatuk (Nora Aliqatchialuk Ruben) Airport,CA,YPC
Port Hawkesbury Airport,CA,YPS
Peace River Airport,CA,YPE
Portage-la-Prairie / Southport Airport,CA,YPG
Inukjuak Airport,CA,YPH
Pickle Lake Airport,CA,YPL
Pikangikum Airport,CA,YPM
Port Menier Airport,CA,YPN
Peawanuck Airport,CA,YPO
Peterborough Airport,CA,YPQ
Prince Rupert Airport,CA,YPR
Powell River Airport,CA,YPW
Puvirnituq Airport,CA,YPX
Fort Chipewyan Airport,CA,YPY
Burns Lake Airport,CA,YPZ
Muskoka Airport,CA,YQA
Quebec Jean Lesage International Airport,CA,YQB
The Pas Airport,CA,YQD
Red Deer Regional Airport,CA,YQF
Windsor Airport,CA,YQG
Watson Lake Airport,CA,YQH
Yarmouth Airport,CA,YQI
Kenora Airport,CA,YQK
Lethbridge County Airport,CA,YQL
Greater Moncton RomÃ©o LeBlanc International Airport,CA,YQM
Nakina Airport,CA,YQN
Comox Airport,CA,YQQ
Regina International Airport,CA,YQR
St Thomas Municipal Airport,CA,YQS
Thunder Bay Airport,CA,YQT
Grande Prairie Airport,CA,YQU
Yorkton Municipal Airport,CA,YQV
North Battleford Airport,CA,YQW
Gander International Airport,CA,YQX
Sydney / J.A. Douglas McCurdy Airport,CA,YQY
Quesnel Airport,CA,YQZ
Rae Lakes Airport,CA,YRA
Resolute Bay Airport,CA,YRB
RiviÃ¨re-du-Loup Airport,CA,YRI
Roberval Airport,CA,YRJ
Red Lake Airport,CA,YRL
Rocky Mountain House Airport,CA,YRM
Ottawa / Rockcliffe Airport,CA,YRO
Trois-RiviÃ¨res Airport,CA,YRQ
Red Sucker Lake Airport,CA,YRS
Rankin Inlet Airport,CA,YRT
Revelstoke Airport,CA,YRV
Sudbury Airport,CA,YSB
Sherbrooke Airport,CA,YSC
Suffield Heliport,CA,YSD
Squamish Airport,CA,YSE
Stony Rapids Airport,CA,YSF
Smiths Falls-Montague (Russ Beach) Airport,CA,YSH
Saint John Airport,CA,YSJ
Sanikiluaq Airport,CA,YSK
St Leonard Airport,CA,YSL
Fort Smith Airport,CA,YSM
Niagara District Airport,CA,YCM
Marathon Airport,CA,YSP
St. Theresa Point Airport,CA,YST
Summerside Airport,CA,YSU
Sachs Harbour (David Nasogaluak Jr. Saaryuaq) Airport,CA,YSY
Pembroke Airport,CA,YTA
Cape Dorset Airport,CA,YTE
Alma Airport,CA,YTF
Thompson Airport,CA,YTH
Big Trout Lake Airport,CA,YTL
Tasiujaq Airport,CA,YTQ
CFB Trenton,CA,YTR
Timmins/Victor M. Power,CA,YTS
Billy Bishop Toronto City Centre Airport,CA,YTZ
Tuktoyaktuk Airport,CA,YUB
Montreal / Pierre Elliott Trudeau International Airport,CA,YUL
Naujaat Airport,CA,YUT
Hall Beach Airport,CA,YUX
Rouyn Noranda Airport,CA,YUY
Bonaventure Airport,CA,YVB
La Ronge Airport,CA,YVC
Vermilion Airport,CA,YVG
Vernon Airport,CA,YVE
Tommy Kochon Airport,CA,YCK
Qikiqtarjuaq Airport,CA,YVM
Val-d'Or Airport,CA,YVO
Kuujjuaq Airport,CA,YVP
Norman Wells Airport,CA,YVQ
Vancouver International Airport,CA,YVR
Buffalo Narrows Airport,CA,YVT
Wiarton Airport,CA,YVV
Deer Lake Airport,CA,YVZ
Petawawa Airport,CA,YWA
Winnipeg / James Armstrong Richardson International Airport,CA,YWG
Victoria Harbour Seaplane Base,CA,YWH
DÃ©line Airport,CA,YWJ
Wabush Airport,CA,YWK
Williams Lake Airport,CA,YWL
Webequie Airport,CA,YWP
Wrigley Airport,CA,YWY
Cranbrook/Canadian Rockies International Airport,CA,YXC
Edmonton City Centre (Blatchford Field) Airport,CA,YXD
Saskatoon John G. Diefenbaker International Airport,CA,YXE
Medicine Hat Airport,CA,YXH
Bonnechere Airport,CA,YXI
Fort St John Airport,CA,YXJ
Rimouski Airport,CA,YXK
Sioux Lookout Airport,CA,YXL
Whale Cove Airport,CA,YXN
Pangnirtung Airport,CA,YXP
Beaver Creek Airport,CA,YXQ
Earlton (Timiskaming Regional) Airport,CA,YXR
Prince George Airport,CA,YXS
Northwest Regional Airport Terrace-Kitimat,CA,YXT
London Airport,CA,YXU
Abbotsford Airport,CA,YXX
Whitehorse / Erik Nielsen International Airport,CA,YXY
Wawa Airport,CA,YXZ
North Bay Jack Garland Airport,CA,YYB
Calgary International Airport,CA,YYC
Smithers Airport,CA,YYD
Fort Nelson Airport,CA,YYE
Penticton Airport,CA,YYF
Charlottetown Airport,CA,YYG
Taloyoak Airport,CA,YYH
Victoria International Airport,CA,YYJ
Lynn Lake Airport,CA,YYL
Cowley Airport,CA,YYM
Swift Current Airport,CA,YYN
Churchill Airport,CA,YYQ
Goose Bay Airport,CA,YYR
St. John's International Airport,CA,YYT
Kapuskasing Airport,CA,YYU
Armstrong Airport,CA,YYW
Mont Joli Airport,CA,YYY
Lester B. Pearson International Airport,CA,YYZ
Gore Bay Manitoulin Airport,CA,YZE
Yellowknife Airport,CA,YZF
Salluit Airport,CA,YZG
Slave Lake Airport,CA,YZH
Sandspit Airport,CA,YZP
Chris Hadfield Airport,CA,YZR
Coral Harbour Airport,CA,YZS
Port Hardy Airport,CA,YZT
Whitecourt Airport,CA,YZU
Sept-Ãles Airport,CA,YZV
Teslin Airport,CA,YZW
CFB Greenwood,CA,YZX
York Landing Airport,CA,ZAC
Shuswap Regional Airport,CA,YSN
Boundary Bay Airport,CA,YDT
Ilford Airport,CA,ILF
Bathurst Airport,CA,ZBF
Bromont (Roland Desourdy) Airport,CA,ZBM
Kelsey Airport,CA,KES
Eastmain River Airport,CA,ZEM
Faro Airport,CA,ZFA
Fond-Du-Lac Airport,CA,ZFD
Pukatawagan Airport,CA,XPK
Fort Mcpherson Airport,CA,ZFM
Tulita Airport,CA,ZFN
Grand Forks Airport,CA,ZGF
Gods River Airport,CA,ZGI
Little Grand Rapids Airport,CA,ZGR
High Prairie Airport,CA,ZHP
CorazÃ³n de JesÃºs Airport,PA,CZJ
Jenpeg Airport,CA,ZJG
Swan River Airport,CA,ZJN
Cascade Locks State Airport,US,CZK
Kashechewan Airport,CA,ZKE
Thicket Portage Airport,CA,YTD
Muskrat Dam Airport,CA,MSA
South Cariboo Region / 108 Mile Airport,CA,ZMH
Pikwitonei Airport,CA,PIW
Masset Airport,CA,ZMT
Chisana Airport,US,CZN
Poplar River Airport,CA,XPP
Chistochina Airport,US,CZO
Sachigo Lake Airport,CA,ZPB
Pincher Creek Airport,CA,WPC
Pinehouse Lake Airport,CA,ZPO
Round Lake (Weagamow Lake) Airport,CA,ZRJ
Sandy Lake Airport,CA,ZSJ
South Indian Lake Airport,CA,XSI
Stewart Airport,CA,ZST
Prince Rupert/Seal Cove Seaplane Base,CA,ZSW
Bloodvein River Airport,CA,YDV
Shamattawa Airport,CA,ZTM
Ignace Municipal Airport,CA,ZUC
Churchill Falls Airport,CA,ZUM
Lac Brochet Airport,CA,XLB
Wollaston Lake Airport,CA,ZWL
Canandaigua Airport,US,IUA
Delta Junction Airport,US,DJN
Mostaganem Airport,DZ,MQV
Blida Airport,DZ,QLD
Bou Saada Airport,DZ,BUJ
Soummam Airport,DZ,BJA
Houari Boumediene Airport,DZ,ALG
Djanet Inedbirene Airport,DZ,DJG
Illizi Takhamalt Airport,DZ,VVZ
Ain Arnat Airport,DZ,QSF
Aguenar â Hadj Bey Akhamok Airport,DZ,TMR
Jijel Ferhat Abbas Airport,DZ,GJL
Mecheria Airport,DZ,MZW
Rabah Bitat Airport,DZ,AAE
Mohamed Boudiaf International Airport,DZ,CZL
Oum el Bouaghi airport,DZ,QMH
Skikda Airport,DZ,SKI
Cheikh Larbi TÃ©bessi Airport,DZ,TEE
Batna Airport,DZ,BLJ
Daup Airport,PG,DAF
Hassi R'Mel Airport,DZ,HRM
Tsletsi Airport,DZ,QDJ
Dabo Airport,PG,DAO
Bou Chekif Airport,DZ,TID
Tindouf Airport,DZ,TIN
Ech Cheliff Airport,DZ,CFK
Tafaraoui Airport,DZ,TAF
Zenata â Messali El Hadj Airport,DZ,TLM
Es Senia Airport,DZ,ORN
BÃ©char Boudghene Ben Ali Lotfi Airport,DZ,CBH
Sidi Bel Abbes Airport,DZ,BFW
Ghriss Airport,DZ,MUW
El Bayadh Airport,DZ,EBH
In Guezzam Airport,DZ,INF
Bordj Badji Mokhtar Airport,DZ,BMW
Touat Cheikh Sidi Mohamed Belkebir Airport,DZ,AZR
Biskra Airport,DZ,BSK
El Golea Airport,DZ,ELG
NoumÃ©rat - Moufdi Zakaria Airport,DZ,GHA
Oued Irara Airport,DZ,HME
In Salah Airport,DZ,INZ
Touggourt Sidi Madhi Airport,DZ,TGR
Laghouat Airport,DZ,LOO
Guemar Airport,DZ,ELU
Timimoun Airport,DZ,TMX
Ain el Beida Airport,DZ,OGX
In AmÃ©nas Airport,DZ,IAM
Cadjehoun Airport,BJ,COO
Djougou Airport,BJ,DJA
Kandi Airport,BJ,KDC
Natitingou Airport,BJ,NAE
Parakou Airport,BJ,PKO
SavÃ© Airport,BJ,SVF
Baicheng Chang'an Airport,CN,DBC
Dutch Bay SPB,LK,DBK
Debepare Airport,PG,DBP
Dambulu Oya Tank Seaplane Base,LK,DBU
Dubai Creek SPB,AE,DCG
Dahl Creek Airport,US,DCK
Decatur HI-Way Airfield,US,DCR
Dodoima Airport,PG,DDM
Heidelberg Army Helicopter Base,DE,HDB
BÃ¶blingen Flugfeld,DE,PHM
BÃ¶blingen Flugfeld,DE,PHM
Derim Airport,PG,DER
Nop Goliat Airport,ID,DEX
Kaya Airport,BF,XKY
Ouahigouya Airport,BF,OUG
Djibo Airport,BF,XDJ
Leo Airport,BF,XLU
Po Airport,BF,PUP
Boulsa Airport,BF,XBO
Bogande Airport,BF,XBG
Diapaga Airport,BF,DIP
Dori Airport,BF,DOR
Fada N'gourma Airport,BF,FNG
Gorom-Gorom Airport,BF,XGG
Kantchari Airport,BF,XKA
Tambao Airport,BF,TMQ
Pama Airport,BF,XPA
Arly Airport,BF,ARL
Sebba Airport,BF,XSE
Tenkodogo Airport,BF,TEG
ZabrÃ© Airport,BF,XZA
Ouagadougou Airport,BF,OUA
Banfora Airport,BF,BNR
Dedougou Airport,BF,DGU
Gaoua Airport,BF,XGA
Nouna Airport,BF,XNU
Bobo Dioulasso Airport,BF,BOY
Tougan Airport,BF,TUQ
Diebougou Airport,BF,XDE
Aribinda Airport,BF,XAR
Kotoka International Airport,GH,ACC
Fishermans Airfield,PG,DGG
Tamale Airport,GH,TML
Dandugama Seaplane Base,LK,DGM
Kumasi Airport,GH,KMS
Sunyani Airport,GH,NYI
Takoradi Airport,GH,TKD
Deer Harbor SPB,US,DHB
Dalnegorsk Airport,RU,DHG
Aboisso Airport,CI,ABO
Port Bouet Airport,CI,ABJ
Abengourou Airport,CI,OGO
Boundiali Airport,CI,BXI
BouakÃ© Airport,CI,BYK
Bouna Airport,CI,BQO
Soko Airport,CI,BDK
Dimbokro Airport,CI,DIM
Daloa Airport,CI,DJO
Ferkessedougou Airport,CI,FEK
Gagnoa Airport,CI,GGN
Guiglo Airport,CI,GGO
Nero-Mer Airport,CI,BBV
Korhogo Airport,CI,HGO
Man Airport,CI,MJC
Odienne Airport,CI,KEO
Ouango Fitini Airport,CI,OFI
Seguela Airport,CI,SEO
San Pedro Airport,CI,SPY
Sassandra Airport,CI,ZSS
Tabou Airport,CI,TXU
Mahana Airport,CI,TOZ
Mawella Lagoon Seaplane Base,LK,DIW
Yamoussoukro Airport,CI,ASK
Dalnerechensk Airport,RU,DLR
Katsina Airport,NG,DKA
Nnamdi Azikiwe International Airport,NG,ABV
Akwa Ibom International Airport,NG,QUO
Akure Airport,NG,AKR
Asaba International Airport,NG,ABB
Sir Abubakar Tafawa Balewa International Airport,NG,BCU
Benin Airport,NG,BNI
Margaret Ekpo International Airport,NG,CBQ
Akanu Ibiam International Airport,NG,ENU
Ibadan Airport,NG,IBA
Ilorin International Airport,NG,ILR
Sam Mbakwe International Airport,NG,QOW
Yakubu Gowon Airport,NG,JOS
Kaduna Airport,NG,KAD
Mallam Aminu International Airport,NG,KAN
Maiduguri International Airport,NG,MIU
Makurdi Airport,NG,MDI
Murtala Muhammed International Airport,NG,LOS
Minna Airport,NG,MXJ
Port Harcourt International Airport,NG,PHC
Sadiq Abubakar III International Airport,NG,SKO
Yola Airport,NG,YOL
Zaria Airport,NG,ZAR
Dorobisoro Airport,PG,DOO
Dios Airport,PG,DOS
Deer Park Airport,US,DPK
Deputatskiy Airport,RU,DPT
Dumpu Airport,PG,DPU
Saertu Airport,CN,DQA
Maradi Airport,NE,MFQ
Diori Hamani International Airport,NE,NIM
Tahoua Airport,NE,THZ
Mano Dayak International Airport,NE,AJY
Arlit Airport,NE,RLT
Zinder Airport,NE,ZND
Dilasag Airport,PH,DSG
Tabarka 7 Novembre Airport,TN,TBJ
Monastir Habib Bourguiba International Airport,TN,MIR
Tunis Carthage International Airport,TN,TUN
Gafsa Ksar International Airport,TN,GAF
GabÃ¨s Matmata International Airport,TN,GAE
Djerba Zarzis International Airport,TN,DJE
El Borma Airport,TN,EBM
Sfax Thyna International Airport,TN,SFA
Tozeur Nefta International Airport,TN,TOE
Andavadoaka Airport,MG,DVD
Diyawanna Oya Seaplane Base,LK,DWO
Dywer Airbase,AF,DWR
Lake Buena Vista STOLport,US,DWS
Niamtougou International Airport,TG,LRL
LomÃ©-Tokoin Airport,TG,LFW
Elenak Airport,MH,EAL
Antwerp International Airport (Deurne),BE,ANR
Brussels Airport,BE,BRU
Brussels South Charleroi Airport,BE,CRL
Wevelgem Airport,BE,KJK
LiÃ¨ge Airport,BE,LGG
Ebon Airport,MH,EBO
Ostend-Bruges International Airport,BE,OST
Zoersel (Oostmalle) Airfield,BE,OBL
MÃ©ndez Airport,EC,MZD
Edna Bay Seaplane Base,US,EDA
Altenburg-Nobitz Airport,DE,AOC
Heringsdorf Airport,DE,HDF
Riesa-GÃ¶hlis Airport,DE,IES
Rechlin-LÃ¤rz Airport,DE,REB
Cochstedt Airport,DE,CSO
Barth Airport,DE,BBH
"Magdeburg ""City"" Airport",DE,ZMG
Neubrandenburg Airport,DE,FNB
Cottbus-Drewitz Airport,DE,CBU
Flugplatz GÃ¼ttin / RÃ¼gen,DE,GTI
KÃ¶then Airport,DE,KOQ
PeenemÃ¼nde Airport,DE,PEF
Berlin-SchÃ¶nefeld Airport,DE,SXF
Dresden Airport,DE,DRS
Erfurt Airport,DE,ERF
Frankfurt am Main Airport,DE,FRA
MÃ¼nster OsnabrÃ¼ck Airport,DE,FMO
Hamburg Airport,DE,HAM
Berlin Tempelhof International Airport,DE,THF
Cologne Bonn Airport,DE,CGN
DÃ¼sseldorf Airport,DE,DUS
Munich Airport,DE,MUC
Nuremberg Airport,DE,NUE
Leipzig/Halle Airport,DE,LEJ
SaarbrÃ¼cken Airport,DE,SCN
Stuttgart Airport,DE,STR
Berlin-Tegel Airport,DE,TXL
Hannover Airport,DE,HAJ
Bremen Airport,DE,BRE
Frankfurt-Hahn Airport,DE,HHN
Mannheim-City Airport,DE,MHG
Eisenach-Kindel Airport,DE,EIB
Siegerland Airport,DE,SGE
Hamburg-Finkenwerder Airport,DE,XFW
Kiel-Holtenau Airport,DE,KEL
LÃ¼beck Blankensee Airport,DE,LBC
NeumÃ¼nster Airport,DE,EUM
Memmingen Allgau Airport,DE,FMM
Aachen-MerzbrÃ¼ck Airport,DE,AAH
Bonn-Hangelar Airport,DE,BNJ
Essen Mulheim Airport,DE,ESS
Bielefeld Airport,DE,BFE
MÃ¶nchengladbach Airport,DE,MGL
Paderborn Lippstadt Airport,DE,PAD
Weeze Airport,DE,NRN
Dortmund Airport,DE,DTM
Augsburg Airport,DE,AGB
Oberpfaffenhofen Airport,DE,OBF
Straubing Airport,DE,RBM
Friedrichshafen Airport,DE,FDH
Schwerin Parchim Airport,DE,SZW
Bayreuth Airport,DE,BYU
Burg Feuerstein Airport,DE,URD
Giebelstadt Airport,DE,GHF
Hof-Plauen Airport,DE,HOQ
Bitburg Airport,DE,BBJ
ZweibrÃ¼cken Airport,DE,ZQW
Karlsruhe Baden-Baden Airport,DE,FKB
Donaueschingen-Villingen Airport,DE,ZQL
Lahr Airport,DE,LHA
Braunschweig-Wolfsburg Airport,DE,BWE
Kassel-Calden Airport,DE,KSF
Bremerhaven Airport,DE,BRV
Lemwerder Airport,DE,XLW
Emden Airport,DE,EME
Wangerooge Airport,DE,AGE
Wilhelmshaven-Mariensiel Airport,DE,WVN
Juist Airport,DE,JUI
Langeoog Airport,DE,LGO
Borkum Airport,DE,BMK
Norden-Norddeich Airport,DE,NOD
Varrelbusch Airport,DE,VAC
Norderney Airport,DE,NRD
Baltrum Airport,DE,BMR
Heide-BÃ¼sum Airport,DE,HEI
Flensburg-SchÃ¤ferhaus Airport,DE,FLF
Helgoland-DÃ¼ne Airport,DE,HGL
Husum-Schwesing Airport,DE,QHU
St. Peter-Ording Airport,DE,PSH
Westerland Sylt Airport,DE,GWT
Wyk auf FÃ¶hr Airport,DE,OHR
KÃ¤rdla Airport,EE,KDL
Kuressaare Airport,EE,URE
PÃ¤rnu Airport,EE,EPU
Lennart Meri Tallinn Airport,EE,TLL
Tartu Airport,EE,TAY
Enontekio Airport,FI,ENF
Efogi Airport,PG,EFG
Halli Airport,FI,KEV
Helsinki Malmi Airport,FI,HEM
Helsinki Vantaa Airport,FI,HEL
HyvinkÃ¤Ã¤ Airfield,FI,HYV
Kitee Airport,FI,KTQ
Ivalo Airport,FI,IVL
Joensuu Airport,FI,JOE
Jyvaskyla Airport,FI,JYV
Kauhava Airport,FI,KAU
Kemi-Tornio Airport,FI,KEM
Kajaani Airport,FI,KAJ
Kauhajoki Airport,FI,KHJ
Kokkola-Pietarsaari Airport,FI,KOK
Kuusamo Airport,FI,KAO
KittilÃ¤ Airport,FI,KTT
Kuopio Airport,FI,KUO
Lahti Vesivehmaa Airport,FI,QLF
Lappeenranta Airport,FI,LPP
Mariehamn Airport,FI,MHQ
Mikkeli Airport,FI,MIK
Oulu Airport,FI,OUL
Pori Airport,FI,POR
Rovaniemi Airport,FI,RVN
Savonlinna Airport,FI,SVL
SeinÃ¤joki Airport,FI,SJY
Sodankyla Airport,FI,SOT
Tampere-Pirkkala Airport,FI,TMP
Turku Airport,FI,TKU
Utti Air Base,FI,UTI
Vaasa Airport,FI,VAA
Varkaus Airport,FI,VRK
Ylivieska Airfield,FI,YLI
Abu Rudeis Airport,EG,AUE
Belfast International Airport,GB,BFS
St Angelo Airport,GB,ENK
George Best Belfast City Airport,GB,BHD
City of Derry Airport,GB,LDY
Birmingham International Airport,GB,BHX
Coventry Airport,GB,CVT
Gloucestershire Airport,GB,GLO
Sywell Aerodrome,GB,ORM
Nottingham Airport,GB,NQT
Cotswold Airport,GB,GBA
Manchester Airport,GB,MAN
Robin Hood Doncaster Sheffield Airport,GB,DSA
Upavon Aerodrome,GB,UPV
RAF Lyneham,GB,LYE
RNAS Yeovilton,GB,YEO
Campbeltown Airport,GB,CAL
Eday Airport,GB,EOI
Fair Isle Airport,GB,FIE
Whalsay Airport,GB,WHS
Coll Airport,GB,COL
North Ronaldsay Airport,GB,NRL
Oban Airport,GB,OBN
Papa Westray Airport,GB,PPW
Stronsay Airport,GB,SOY
Sanday Airport,GB,NDY
Lerwick / Tingwall Airport,GB,LWK
Westray Airport,GB,WRY
Colonsay Airstrip,GB,CSA
Haverfordwest Airport,GB,HAW
Cardiff International Airport,GB,CWL
Swansea Airport,GB,SWS
Bristol Airport,GB,BRS
Liverpool John Lennon Airport,GB,LPL
London Luton Airport,GB,LTN
Land's End Airport,GB,LEQ
Plymouth City Airport,GB,PLH
St. Mary's Airport,GB,ISC
Bournemouth Airport,GB,BOH
Southampton Airport,GB,SOU
Bembridge Airport,GB,BBP
Penzance Heliport,GB,PZE
Newquay Cornwall Airport,GB,NQY
Goodwood Aerodrome,GB,QUG
Alderney Airport,GG,ACI
Guernsey Airport,GG,GCI
Jersey Airport,JE,JER
Shoreham Airport,GB,ESH
London Biggin Hill Airport,GB,BQH
London Gatwick Airport,GB,LGW
RAF West Malling,GB,WEM
Redhill Aerodrome,GB,KRH
London City Airport,GB,LCY
Farnborough Airport,GB,FAB
Blackbushe Airport,GB,BBS
London Heathrow Airport,GB,LHR
Southend Airport,GB,SEN
Lydd Airport,GB,LYX
Kent International Airport,GB,MSE
Lympne Airport,GB,LYM
Carlisle Airport,GB,CAX
Blackpool International Airport,GB,BLK
Humberside Airport,GB,HUY
Barrow Walney Island Airport,GB,BWF
Leeds Bradford Airport,GB,LBA
Warton Aerodrome,GB,WRT
Hawarden Airport,GB,CEG
Isle of Man Airport,IM,IOM
Newcastle Airport,GB,NCL
Durham Tees Valley Airport,GB,MME
East Midlands Airport,GB,EMA
Anglesey Airport,GB,VLY
Kirkwall Airport,GB,KOI
Sumburgh Airport,GB,LSI
Wick Airport,GB,WIC
Aberdeen Dyce Airport,GB,ABZ
Inverness Airport,GB,INV
Glasgow International Airport,GB,GLA
Edinburgh Airport,GB,EDI
Islay Airport,GB,ILY
Glasgow Prestwick Airport,GB,PIK
Benbecula Airport,GB,BEB
Scatsta Airport,GB,SCS
Dundee Airport,GB,DND
Stornoway Airport,GB,SYY
Barra Airport,GB,BRR
Perth/Scone Airport,GB,PSL
Tiree Airport,GB,TRE
Unst Airport,GB,UNT
RAF Kinloss,GB,FSS
RAF Leuchars,GB,ADX
RAF Lossiemouth,GB,LMO
Cambridge Airport,GB,CBG
Norwich International Airport,GB,NWI
London Stansted Airport,GB,STN
Wycombe Air Park,GB,HYC
Exeter International Airport,GB,EXT
Bristol Filton Airport,GB,FZO
Oxford (Kidlington) Airport,GB,OXF
Rochester Airport,GB,RCS
RAF Upper Heyford,GB,UHF
RAF Benson,GB,BEX
RAF Lakenheath,GB,LKZ
RAF Mildenhall,GB,MHZ
RAF Wyton,GB,QUY
RAF Fairford,GB,FFD
Fleetlands Heliport,GB,PME
RAF Bentwaters,GB,BWY
RAF Brize Norton,GB,BZZ
RAF Odiham,GB,ODH
RAF Northolt,GB,NHT
RAF Alconbury,GB,AYH
Binbrook Airfield,GB,GSY
RAF Coningsby,GB,QCY
RAF Honington,GB,BEQ
RAF Cottesmore,GB,OKH
RAF Scampton,GB,SQZ
RAF Linton-On-Ouse,GB,HRT
RAF Waddington,GB,WTN
RAF Coltishall,GB,CLF
RAF Marham,GB,KNF
Mount Pleasant Airport,FK,MPN
Amsterdam Airport Schiphol,NL,AMS
Maastricht Aachen Airport,NL,MST
Eindhoven Airport,NL,EIN
Eelde Airport,NL,GRQ
Gilze Rijen Air Base,NL,GLZ
De Kooy Airport,NL,DHR
Lelystad Airport,NL,LEY
Leeuwarden Air Base,NL,LWR
Rotterdam The Hague Airport,NL,RTM
Soesterberg Air Base,NL,UTC
Twente Airport,NL,ENS
Valkenburg Naval Air Base,NL,LID
Woensdrecht Air Base,NL,WOE
Bantry Aerodrome,IE,BYT
Belmullet Aerodrome,IE,BLY
Connemara Regional Airport,IE,NNR
Castlebar Airport,IE,CLB
Cork Airport,IE,ORK
Galway Airport,IE,GWY
Donegal Airport,IE,CFN
Dublin Airport,IE,DUB
Inishmore Aerodrome,IE,IOR
Inisheer Aerodrome,IE,INQ
Kilkenny Airport,IE,KKY
Ireland West Knock Airport,IE,NOC
Kerry Airport,IE,KIR
Letterkenny Airfield,IE,LTR
Inishmaan Aerodrome,IE,IIA
Shannon Airport,IE,SNN
Sligo Airport,IE,SXL
Waterford Airport,IE,WAT
Ejin Banner-Taolai Airport,CN,EJN
Enejit Airport,MH,EJT
Aarhus Airport,DK,AAR
Billund Airport,DK,BLL
Copenhagen Kastrup Airport,DK,CPH
Esbjerg Airport,DK,EBJ
Karup Airport,DK,KRP
LÃ¦sÃ¸ Airport,DK,BYR
Lolland Falster Maribo Airport,DK,MRW
Odense Airport,DK,ODE
Copenhagen Roskilde Airport,DK,RKE
Bornholm Airport,DK,RNN
SÃ¸nderborg Airport,DK,SGD
Sindal Airport,DK,CNL
Skrydstrup Air Base,DK,SKS
Skive Airport,DK,SQW
Thisted Airport,DK,TED
Vagar Airport,FO,FAE
Stauning Airport,DK,STA
Aalborg Airport,DK,AAL
VejrÃ¸,DK,-
Luxembourg-Findel International Airport,LU,LUX
El Mirador Heliport,GT,EMR
Ãlesund Airport,NO,AES
AndÃ¸ya Airport,NO,ANX
